HYDROLAB MS5 64823,,,,,,,,,,,,,,,,,,,
Log File Name : Beaver_051216_053016,,,,,,,,,,,,,,,,,,,
Setup Date (MMDDYY) : 051216,,,,,,,,,,,,,,,,,,,
Setup Time (HHMMSS) : 130927,,,,,,,,,,,,,,,,,,,
Starting Date (MMDDYY) : 051216,,,,,,,,,,,,,,,,,,,
Starting Time (HHMMSS) : 133000,,,,,,,,,,,,,,,,,,,
Stopping Date (MMDDYY) : 053016,,,,,,,,,,,,,,,,,,,
Stopping Time (HHMMSS) : 235959,,,,,,,,,,,,,,,,,,,
Interval (HHMMSS) : 001500,,,,,,,,,,,,,,,,,,,
Sensor warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,,,
Circltr warmup (HHMMSS) : 000030,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Time,,Temp,,pH,,Sal,,TurbSC,,LDO%,,IBatt,,SpCond,,LDO,,BP
MMDDYY,HHMMSS,,øC,,Units,,ppt,,NTU,,Sat,,Volts,,æS/cm,,mg/l,,mmHg
,,,,,,,,,,,,,,,,,,,
5/17/2016,16:00:00,,11.22,,7.44,,0.03,,5.4,,102.7,,8.5,,87.8,,9.44,,638
5/17/2016,16:15:00,,11.36,,7.45,,0.03,,4.6,,103.2,,8.5,,87.7,,9.45,,638
5/17/2016,16:30:00,,11.52,,7.44,,0.03,,4.3,,103.8,,8.5,,87.7,,9.47,,638
5/17/2016,16:45:00,,11.66,,7.45,,0.03,,5.4,,103.8,,8.5,,87.9,,9.44,,638
5/17/2016,17:00:00,,11.7,,7.45,,0.03,,5.9,,103.8,,8.5,,87.6,,9.43,,638
5/17/2016,17:15:00,,11.69,,7.44,,0.03,,4.4,,103.9,,8.5,,87.9,,9.45,,638
5/17/2016,17:30:00,,11.68,,7.45,,0.03,,4.2,,103.5,,8.5,,88,,9.41,,638
5/17/2016,17:45:00,,11.67,,7.45,,0.03,,5.4,,103,,8.5,,87.9,,9.37,,638
5/17/2016,18:00:00,,11.65,,7.44,,0.03,,5.2,,102.7,,8.5,,88,,9.35,,638
5/17/2016,18:15:00,,11.63,,7.45,,0.03,,5.2,,102.9,,8.5,,87.9,,9.36,,638
5/17/2016,18:30:00,,11.62,,7.44,,0.03,,4.9,,102.7,,8.5,,87.9,,9.35,,638
5/17/2016,18:45:00,,11.61,,7.44,,0.03,,4,,102.6,,8.5,,88.1,,9.34,,638
5/17/2016,19:00:00,,11.58,,7.44,,0.03,,4.7,,102.3,,8.5,,87.9,,9.33,,638
5/17/2016,19:15:00,,11.55,,7.44,,0.03,,4.7,,102.1,,8.5,,87.9,,9.31,,638
5/17/2016,19:30:00,,11.52,,7.44,,0.03,,5.5,,101.7,,8.5,,87.9,,9.29,,638
5/17/2016,19:45:00,,11.47,,7.43,,0.03,,4.6,,101,,8.5,,87.9,,9.23,,638
5/17/2016,20:00:00,,11.43,,7.43,,0.03,,5.2,,100.7,,8.5,,87.6,,9.21,,638
5/17/2016,20:15:00,,11.38,,7.42,,0.03,,4.2,,100.5,,8.5,,88.1,,9.2,,638
5/17/2016,20:30:00,,11.34,,7.42,,0.03,,4.4,,100.3,,8.5,,88,,9.19,,638
5/17/2016,20:45:00,,11.28,,7.42,,0.03,,4.5,,99.6,,8.5,,87.7,,9.14,,638
5/17/2016,21:00:00,,11.22,,7.42,,0.03,,5,,99.4,,8.5,,87.8,,9.13,,638
5/17/2016,21:15:00,,11.16,,7.41,,0.03,,4.4,,99.1,,8.5,,87.9,,9.12,,638
5/17/2016,21:30:00,,11.09,,7.41,,0.03,,4.4,,98.8,,8.5,,87.8,,9.11,,638
5/17/2016,21:45:00,,11.04,,7.41,,0.03,,5.2,,98.5,,8.5,,87.9,,9.09,,638
5/17/2016,22:00:00,,10.99,,7.4,,0.03,,7.8,,98.3,,8.5,,87.9,,9.08,,638
5/17/2016,22:15:00,,10.95,,7.4,,0.03,,4.4,,97.6,,8.5,,87.9,,9.03,,638
5/17/2016,22:30:00,,10.9,,7.39,,0.03,,4.3,,97.3,,8.4,,88,,9.01,,638
5/17/2016,22:45:00,,10.85,,7.39,,0.03,,5.5,,97.4,,8.5,,88.1,,9.03,,638
5/17/2016,23:00:00,,10.8,,7.39,,0.03,,4.5,,97.1,,8.5,,88,,9.01,,638
5/17/2016,23:15:00,,10.75,,7.39,,0.03,,5.3,,97,,8.5,,88.2,,9.01,,638
5/17/2016,23:30:00,,10.71,,7.39,,0.03,,4.9,,96.6,,8.5,,88,,8.99,,638
5/17/2016,23:45:00,,10.65,,7.38,,0.03,,5.2,,96.4,,8.5,,88,,8.97,,638
5/18/2016,0:00:00,,10.61,,7.38,,0.03,,5.5,,96.2,,8.5,,88.4,,8.97,,638
5/18/2016,0:15:00,,10.56,,7.37,,0.03,,5.2,,96.2,,8.5,,88.3,,8.98,,638
5/18/2016,0:30:00,,10.51,,7.37,,0.03,,5.2,,95.8,,8.5,,88.1,,8.95,,638
5/18/2016,0:45:00,,10.47,,7.37,,0.03,,5.2,,95.6,,8.4,,88.2,,8.95,,638
5/18/2016,1:00:00,,10.42,,7.37,,0.03,,5.4,,95.6,,8.4,,88.3,,8.95,,638
5/18/2016,1:15:00,,10.38,,7.37,,0.03,,5.4,,95.4,,8.4,,88.3,,8.94,,638
5/18/2016,1:30:00,,10.33,,7.37,,0.03,,6.4,,95.6,,8.4,,88.2,,8.97,,638
5/18/2016,1:45:00,,10.29,,7.37,,0.03,,4.7,,95.4,,8.4,,88.4,,8.96,,638
5/18/2016,2:00:00,,10.24,,7.37,,0.03,,5.8,,95.1,,8.4,,88.4,,8.94,,638
5/18/2016,2:15:00,,10.2,,7.37,,0.03,,5.4,,95.3,,8.4,,88.2,,8.97,,638
5/18/2016,2:30:00,,10.15,,7.37,,0.03,,5.7,,94.8,,8.4,,88.1,,8.94,,638
5/18/2016,2:45:00,,10.1,,7.37,,0.03,,7.1,,95,,8.4,,88.2,,8.96,,638
5/18/2016,3:00:00,,10.05,,7.36,,0.03,,5.4,,95.2,,8.4,,88.4,,8.99,,638
5/18/2016,3:15:00,,10,,7.36,,0.03,,7.5,,94.7,,8.4,,88.1,,8.96,,638
5/18/2016,3:30:00,,9.95,,7.36,,0.03,,6.5,,94.9,,8.4,,88.3,,8.98,,638
5/18/2016,3:45:00,,9.91,,7.36,,0.03,,5.2,,94.8,,8.4,,88.2,,8.98,,638
5/18/2016,4:00:00,,9.86,,7.37,,0.03,,6.2,,94.8,,8.4,,88.1,,9,,638
5/18/2016,4:15:00,,9.82,,7.36,,0.03,,5.3,,94.6,,8.4,,88.3,,8.98,,638
5/18/2016,4:30:00,,9.78,,7.37,,0.03,,6.7,,94.8,,8.4,,88.2,,9.01,,638
5/18/2016,4:45:00,,9.75,,7.36,,0.03,,5.9,,94.4,,8.4,,88.2,,8.98,,638
5/18/2016,5:00:00,,9.71,,7.36,,0.03,,5.7,,94.5,,8.4,,88.2,,9,,638
5/18/2016,5:15:00,,9.68,,7.36,,0.03,,5.1,,94.8,,8.4,,88.5,,9.04,,638
5/18/2016,5:30:00,,9.64,,7.36,,0.03,,4.6,,94.7,,8.4,,88.3,,9.03,,638
5/18/2016,5:45:00,,9.61,,7.36,,0.03,,5.1,,94.5,,8.4,,88.6,,9.02,,638
5/18/2016,6:00:00,,9.58,,7.36,,0.03,,6.6,,94.8,,8.4,,88.6,,9.06,,638
5/18/2016,6:15:00,,9.55,,7.36,,0.03,,4.6,,94.7,,8.4,,88.3,,9.05,,638
5/18/2016,6:30:00,,9.52,,7.36,,0.03,,5.3,,94.7,,8.4,,88.6,,9.06,,638
5/18/2016,6:45:00,,9.49,,7.36,,0.03,,5.7,,94.5,,8.4,,88.3,,9.05,,638
5/18/2016,7:00:00,,9.47,,7.36,,0.03,,6.6,,95,,8.4,,88.6,,9.1,,638
5/18/2016,7:15:00,,9.46,,7.37,,0.03,,5.1,,95.4,,8.4,,88.4,,9.14,,638
5/18/2016,7:30:00,,9.44,,7.37,,0.03,,4.7,,95.5,,8.4,,88.6,,9.15,,638
5/18/2016,7:45:00,,9.44,,7.37,,0.03,,5.3,,95.9,,8.4,,88.4,,9.19,,638
5/18/2016,8:00:00,,9.46,,7.37,,0.03,,5,,96.2,,8.4,,88.5,,9.22,,638
5/18/2016,8:15:00,,9.46,,7.39,,0.03,,3.7,,96.4,,8.4,,88.5,,9.23,,638
5/18/2016,8:30:00,,9.46,,7.38,,0.03,,6.1,,96.9,,8.4,,88.5,,9.29,,638
5/18/2016,8:45:00,,9.45,,7.38,,0.03,,7,,96.7,,8.4,,88.7,,9.27,,638
5/18/2016,9:00:00,,9.45,,7.4,,0.03,,5.7,,97.1,,8.4,,88.7,,9.3,,638
5/18/2016,9:15:00,,9.47,,7.39,,0.03,,5.7,,97.8,,8.4,,88.6,,9.37,,638
5/18/2016,9:30:00,,9.48,,7.4,,0.03,,4.9,,97.7,,8.4,,88.6,,9.36,,638
5/18/2016,9:45:00,,9.51,,7.4,,0.03,,4.9,,98.5,,8.4,,88.9,,9.43,,638
5/18/2016,10:00:00,,9.55,,7.4,,0.03,,5,,98.5,,8.4,,89,,9.42,,638
5/18/2016,10:15:00,,9.59,,7.41,,0.03,,4.6,,99.1,,8.4,,88.8,,9.46,,638
5/18/2016,10:30:00,,9.63,,7.41,,0.03,,5.2,,99.4,,8.4,,89,,9.48,,638
5/18/2016,10:45:00,,9.67,,7.41,,0.03,,4.6,,99.6,,8.4,,88.7,,9.5,,638
5/18/2016,11:00:00,,9.7,,7.41,,0.03,,5.4,,99.7,,8.4,,88.8,,9.49,,638
5/18/2016,11:15:00,,9.74,,7.42,,0.03,,3.7,,99.7,,8.4,,88.7,,9.49,,638
5/18/2016,11:30:00,,9.8,,7.42,,0.03,,4.9,,100.2,,8.4,,88.8,,9.52,,638
5/18/2016,11:45:00,,9.86,,7.42,,0.03,,4.4,,100.5,,8.4,,88.8,,9.54,,638
5/18/2016,12:00:00,,9.91,,7.43,,0.03,,4.5,,100.6,,8.4,,89,,9.54,,638
5/18/2016,12:15:00,,9.94,,7.42,,0.03,,4.9,,100.9,,8.4,,88.8,,9.56,,638
5/18/2016,12:30:00,,9.97,,7.42,,0.03,,4.5,,101,,8.4,,88.7,,9.56,,638
5/18/2016,12:45:00,,10.04,,7.43,,0.03,,4.4,,101.6,,8.4,,89,,9.6,,638
5/18/2016,13:00:00,,10.15,,7.44,,0.03,,4.6,,101.7,,8.4,,88.7,,9.59,,638
5/18/2016,13:15:00,,10.3,,7.43,,0.03,,4.4,,102.2,,8.4,,88.8,,9.6,,638
5/18/2016,13:30:00,,10.45,,7.43,,0.03,,4.4,,102.6,,8.4,,89,,9.6,,638
5/18/2016,13:45:00,,10.62,,7.44,,0.03,,5.1,,102.9,,8.4,,89.1,,9.59,,638
5/18/2016,14:00:00,,10.77,,7.44,,0.03,,4.3,,103.7,,8.4,,88.9,,9.63,,638
5/18/2016,14:15:00,,10.91,,7.44,,0.03,,4.6,,104.1,,8.4,,89,,9.63,,638
5/18/2016,14:30:00,,11.08,,7.44,,0.03,,5.1,,104.1,,8.4,,88.8,,9.6,,638
5/18/2016,14:45:00,,11.16,,7.44,,0.03,,4.3,,104.5,,8.4,,88.9,,9.62,,638
5/18/2016,15:00:00,,11.18,,7.44,,0.03,,5.2,,104.2,,8.4,,88.9,,9.58,,638
5/18/2016,15:15:00,,11.23,,7.45,,0.03,,4,,104.3,,8.4,,89.1,,9.58,,638
5/18/2016,15:30:00,,11.28,,7.45,,0.03,,4.5,,104.5,,8.5,,89.2,,9.59,,638
5/18/2016,15:45:00,,11.3,,7.45,,0.03,,4.5,,104.4,,8.5,,89.2,,9.58,,638
5/18/2016,16:00:00,,11.29,,7.45,,0.03,,4.1,,104.1,,8.5,,89.3,,9.55,,638
5/18/2016,16:15:00,,11.3,,7.45,,0.03,,4.9,,104.3,,8.4,,89,,9.57,,638
5/18/2016,16:30:00,,11.27,,7.44,,0.03,,4.5,,103.7,,8.5,,89.3,,9.52,,638
5/18/2016,16:45:00,,11.28,,7.44,,0.03,,4.3,,103.9,,8.5,,89,,9.53,,638
5/18/2016,17:00:00,,11.32,,7.45,,0.03,,4.8,,103.7,,8.5,,89.1,,9.51,,638
5/18/2016,17:15:00,,11.36,,7.45,,0.03,,5.8,,103.9,,8.5,,89.1,,9.52,,638
5/18/2016,17:30:00,,11.4,,7.45,,0.03,,4,,103.7,,8.4,,89.4,,9.49,,638
5/18/2016,17:45:00,,11.42,,7.45,,0.03,,4.1,,103.7,,8.5,,89.3,,9.49,,638
5/18/2016,18:00:00,,11.43,,7.44,,0.03,,5.4,,103.7,,8.5,,89.3,,9.48,,638
5/18/2016,18:15:00,,11.44,,7.44,,0.03,,4.4,,103.2,,8.5,,89.4,,9.43,,638
5/18/2016,18:30:00,,11.45,,7.44,,0.03,,4.3,,103.3,,8.4,,89.2,,9.44,,638
5/18/2016,18:45:00,,11.44,,7.44,,0.03,,5.5,,103.2,,8.5,,89.4,,9.44,,638
5/18/2016,19:00:00,,11.42,,7.44,,0.03,,4,,102.6,,8.5,,89.4,,9.39,,638
5/18/2016,19:15:00,,11.4,,7.44,,0.03,,5.3,,102.5,,8.5,,89.3,,9.38,,638
5/18/2016,19:30:00,,11.39,,7.44,,0.03,,5.6,,102.2,,8.4,,89.4,,9.35,,638
5/18/2016,19:45:00,,11.37,,7.43,,0.03,,4.8,,101.5,,8.4,,89.5,,9.3,,638
5/18/2016,20:00:00,,11.33,,7.43,,0.03,,5,,101.7,,8.5,,89.4,,9.32,,638
5/18/2016,20:15:00,,11.3,,7.43,,0.03,,4.5,,101.2,,8.5,,89.5,,9.29,,638
5/18/2016,20:30:00,,11.25,,7.42,,0.03,,5,,100.9,,8.5,,89.2,,9.27,,638
5/18/2016,20:45:00,,11.21,,7.42,,0.03,,4.9,,100.7,,8.5,,89.1,,9.26,,638
5/18/2016,21:00:00,,11.17,,7.42,,0.03,,4.3,,100.8,,8.5,,89.4,,9.27,,638
5/18/2016,21:15:00,,11.12,,7.42,,0.03,,4.9,,100.3,,8.5,,89.4,,9.24,,638
5/18/2016,21:30:00,,11.07,,7.41,,0.03,,4.1,,99.8,,8.5,,89.4,,9.2,,638
5/18/2016,21:45:00,,11.02,,7.42,,0.03,,4.2,,99.6,,8.4,,89.2,,9.19,,638
5/18/2016,22:00:00,,10.97,,7.41,,0.03,,5,,99.8,,8.4,,89.2,,9.22,,638
5/18/2016,22:15:00,,10.93,,7.4,,0.03,,5.6,,99,,8.5,,89.5,,9.16,,638
5/18/2016,22:30:00,,10.87,,7.4,,0.03,,4.4,,98.7,,8.4,,89.2,,9.15,,638
5/18/2016,22:45:00,,10.82,,7.39,,0.03,,4.8,,98.4,,8.5,,89.5,,9.13,,638
5/18/2016,23:00:00,,10.76,,7.39,,0.03,,5,,98,,8.4,,89.3,,9.1,,638
5/18/2016,23:15:00,,10.71,,7.39,,0.03,,4.9,,98.2,,8.4,,89.3,,9.13,,638
5/18/2016,23:30:00,,10.67,,7.39,,0.03,,4.6,,98,,8.4,,89.6,,9.12,,638
5/18/2016,23:45:00,,10.62,,7.38,,0.03,,4.4,,97.4,,8.4,,89.4,,9.07,,638
5/19/2016,0:00:00,,10.57,,7.39,,0.03,,5.5,,97.3,,8.4,,89.3,,9.08,,638
5/19/2016,0:15:00,,10.52,,7.38,,0.03,,5.5,,96.9,,8.4,,89.6,,9.05,,638
5/19/2016,0:30:00,,10.48,,7.38,,0.03,,4.5,,97.2,,8.4,,89.6,,9.09,,638
5/19/2016,0:45:00,,10.43,,7.38,,0.03,,6.7,,97,,8.4,,89.5,,9.08,,638
5/19/2016,1:00:00,,10.38,,7.38,,0.03,,5.5,,96.7,,8.4,,89.5,,9.06,,638
5/19/2016,1:15:00,,10.32,,7.38,,0.03,,4.7,,96.6,,8.4,,89.8,,9.07,,638
5/19/2016,1:30:00,,10.26,,7.38,,0.03,,6.6,,96.5,,8.4,,89.7,,9.07,,638
5/19/2016,1:45:00,,10.22,,7.38,,0.03,,5.6,,96.4,,8.4,,89.7,,9.07,,638
5/19/2016,2:00:00,,10.18,,7.38,,0.03,,5.7,,96.4,,8.4,,89.5,,9.08,,638
5/19/2016,2:15:00,,10.14,,7.38,,0.03,,5.4,,96.3,,8.4,,89.8,,9.07,,638
5/19/2016,2:30:00,,10.09,,7.38,,0.03,,5.7,,96.4,,8.4,,89.6,,9.09,,638
5/19/2016,2:45:00,,10.05,,7.38,,0.03,,5.8,,96.5,,8.4,,89.9,,9.11,,638
5/19/2016,3:00:00,,10.01,,7.37,,0.03,,5.7,,95.7,,8.4,,89.9,,9.05,,638
5/19/2016,3:15:00,,9.97,,7.37,,0.03,,5,,96.3,,8.4,,89.9,,9.11,,638
5/19/2016,3:30:00,,9.93,,7.37,,0.03,,6.1,,96,,8.4,,89.7,,9.09,,638
5/19/2016,3:45:00,,9.89,,7.37,,0.03,,6,,95.7,,8.4,,90,,9.08,,638
5/19/2016,4:00:00,,9.85,,7.37,,0.03,,6.3,,96.2,,8.4,,89.9,,9.13,,638
5/19/2016,4:15:00,,9.81,,7.37,,0.03,,7,,96.1,,8.4,,89.8,,9.13,,638
5/19/2016,4:30:00,,9.77,,7.37,,0.03,,6.2,,96,,8.4,,89.9,,9.13,,638
5/19/2016,4:45:00,,9.73,,7.37,,0.03,,5.9,,96,,8.4,,90.2,,9.14,,638
5/19/2016,5:00:00,,9.68,,7.36,,0.03,,6.9,,95.8,,8.4,,90.1,,9.13,,638
5/19/2016,5:15:00,,9.62,,7.36,,0.03,,5.8,,95.8,,8.4,,90.2,,9.14,,638
5/19/2016,5:30:00,,9.57,,7.37,,0.03,,5.5,,95.8,,8.4,,89.9,,9.15,,638
5/19/2016,5:45:00,,9.51,,7.36,,0.03,,6.3,,95.7,,8.4,,89.8,,9.16,,638
5/19/2016,6:00:00,,9.46,,7.36,,0.03,,5.5,,95.8,,8.4,,90,,9.18,,638
5/19/2016,6:15:00,,9.42,,7.37,,0.03,,6.6,,96,,8.4,,90.1,,9.2,,638
5/19/2016,6:30:00,,9.39,,7.37,,0.03,,5.3,,96.1,,8.4,,89.8,,9.22,,638
5/19/2016,6:45:00,,9.35,,7.36,,0.03,,5.4,,95.9,,8.4,,89.7,,9.22,,638
5/19/2016,7:00:00,,9.32,,7.36,,0.03,,5.3,,96.4,,8.4,,90,,9.26,,638
5/19/2016,7:15:00,,9.3,,7.37,,0.03,,5.7,,96.4,,8.4,,90.1,,9.27,,638
5/19/2016,7:30:00,,9.3,,7.37,,0.03,,5.8,,96.8,,8.4,,90,,9.31,,638
5/19/2016,7:45:00,,9.29,,7.37,,0.03,,4.8,,96.8,,8.4,,89.8,,9.31,,638
5/19/2016,8:00:00,,9.29,,7.38,,0.03,,5.4,,96.8,,8.4,,89.9,,9.31,,638
5/19/2016,8:15:00,,9.3,,7.38,,0.03,,4.9,,97.5,,8.4,,90,,9.37,,638
5/19/2016,8:30:00,,9.32,,7.38,,0.03,,5.2,,98,,8.4,,90,,9.42,,638
5/19/2016,8:45:00,,9.34,,7.39,,0.03,,5.2,,98.2,,8.4,,89.8,,9.44,,638
5/19/2016,9:00:00,,9.36,,7.39,,0.03,,4.9,,98.3,,8.4,,90,,9.44,,638
5/19/2016,9:15:00,,9.36,,7.4,,0.03,,4.2,,98.7,,8.4,,90,,9.47,,638
5/19/2016,9:30:00,,9.4,,7.39,,0.03,,6.6,,98.9,,8.4,,89.8,,9.49,,638
5/19/2016,9:45:00,,9.45,,7.4,,0.03,,4.7,,99.4,,8.4,,89.7,,9.53,,638
5/19/2016,10:00:00,,9.51,,7.4,,0.03,,5,,100.1,,8.4,,90,,9.57,,638
